lang,word_original,word_translation,blank_prompt_original,blank_prompt_translation,blank_prompt_translation_masked,error
ru,structure,структура,"A ""structure"" is a construction that has a specific purpose or function. Answer: ""structure"".","Структура - это сооружение, имеющее определенное назначение или функцию. Ответ: ""структура"".","""___"" - это сооружение, имеющее определенное назначение или функцию. Ответ: ""структура"".",no error
ru,tie,галстук,"A ""tie"" is worn around the neck as part of formal attire. Answer: ""tie"".","Галстук носят на шее как часть официального наряда. Ответ: ""галстук"".","""___"" носят на шее как часть официального наряда. Ответ: ""галстук"".",no error
ru,example,пример,"An ""example"" is used to illustrate a point or concept. Answer: ""example"".","Пример"" используется для иллюстрации какого-либо положения или концепции. Ответ: ""пример"".","""___"" используется для иллюстрации какого-либо положения или концепции. Ответ: ""пример"".",no error
ru,face,лицо,"A ""face"" is the front part of a person's head, including the forehead, eyes, nose, and mouth. Answer: ""face"".","Лицо - это передняя часть головы человека, включающая лоб, глаза, нос и рот. Ответ: ""лицо"".","""___"" - это передняя часть головы человека, включающая лоб, глаза, нос и рот. Ответ: ""лицо"".",no error
ru,bridge,мост,"A ""bridge"" is used to connect two areas separated by obstacles like rivers or roads. Answer: ""bridge"".","Мост используется для соединения двух территорий, разделенных препятствиями, такими как реки или дороги. Ответ: ""мост"".","""___"" используется для соединения двух территорий, разделенных препятствиями, такими как реки или дороги. Ответ: ""мост"".",no error
ru,item,предмет,"An ""item"" is a thing that is unspecified or unidentified. Answer: ""item"".","Предмет - это вещь, которая не определена или не идентифицирована. Ответ: ""предмет"".","""___"" - это вещь, которая не определена или не идентифицирована. Ответ: ""предмет"".",no error
ru,delete,удалить,"A ""delete"" is used to remove text or data. Answer: ""delete"".","""Удалить"" используется для удаления текста или данных. Ответ: ""удалить"".","""___"" используется для удаления текста или данных. Ответ: ""удалить"".",no error
ru,group,группа,"'A ""group"" is a number of people or things that are located, gathered, or classed together. Answer: ""group"".'","""Группа"" - это несколько людей или предметов, которые находятся, собраны или объединены в одну группу. Ответ: ""группа"".","""___"" - это несколько людей или предметов, которые находятся, собраны или объединены в одну группу. Ответ: ""группа"".",no error
ru,talent,талант,"A ""talent"" is a natural aptitude or skill. Answer: ""talent"".","Талант - это природная способность или умение. Ответ: ""талант"".","""___"" - это природная способность или умение. Ответ: ""талант"".",no error
ru,beauty,красота,"'""Beauty"" is a characteristic that provides a perceptual experience of pleasure or satisfaction. Answer: ""beauty"".'","''Красота - это характеристика, которая обеспечивает перцептивный опыт удовольствия или удовлетворения. Ответ: ""красота"".","''""___"" - это характеристика, которая обеспечивает перцептивный опыт удовольствия или удовлетворения. Ответ: ""красота"".",no error
ru,platform,платформа,"A ""platform"" is used to support or raise something. Answer: ""platform"".","Платформа используется для поддержки или поднятия чего-либо. Ответ: ""платформа"".","""___"" используется для поддержки или поднятия чего-либо. Ответ: ""платформа"".",no error
ru,house,дом,"A ""house"" is a place where people live. Answer: ""house"".","Дом - это место, где живут люди. Ответ: ""дом"".","""___"" - это место, где живут люди. Ответ: ""дом"".",no error
ru,sun,солнце,"The ""sun"" is a star at the center of the Solar System that provides light and heat to Earth. Answer: ""sun"".","Солнце - звезда в центре Солнечной системы, обеспечивающая Землю светом и теплом. Ответ: ""Солнце"".","""___"" - звезда в центре Солнечной системы, обеспечивающая Землю светом и теплом. Ответ: ""Солнце"".",no error
ru,meeting,собрание,"A ""meeting"" is a gathering of people for a specific purpose, often for discussion or decision-making. Answer: ""meeting"".","Собрание - это собрание людей с определенной целью, часто для обсуждения или принятия решений. Ответ: ""собрание"".","""___"" - это собрание людей с определенной целью, часто для обсуждения или принятия решений. Ответ: ""собрание"".",no error
ru,history,история,"""The study of past events, particularly in human affairs"" is known as ""history"". Answer: ""history"".","""Изучение событий прошлого, особенно в человеческих делах"" известно как ""история"". Ответ: ""история"".","""Изучение событий прошлого, особенно в человеческих делах"" известно как ""___"". Ответ: ""история"".",no error
ru,valley,долина,"A ""valley"" is a low area between hills or mountains typically with a river running through it. Answer: ""valley"".","Долина - это низкая местность между холмами или горами, через которую обычно протекает река. Ответ: ""долина"".","""___"" - это низкая местность между холмами или горами, через которую обычно протекает река. Ответ: ""долина"".",no error
ru,square,квадрат,"A ""square"" is a shape with four equal sides and four right angles. Answer: ""square"".","Квадрат - это фигура с четырьмя равными сторонами и четырьмя прямыми углами. Ответ: ""квадрат"".","""___"" - это фигура с четырьмя равными сторонами и четырьмя прямыми углами. Ответ: ""квадрат"".",no error
ru,generation,поколение,"""A ""generation"" is a term used to describe all of the people born and living at about the same time. Answer: ""generation"".""","""Поколение"" - это термин, используемый для описания всех людей, родившихся и живущих примерно в одно и то же время. Ответ: ""поколение"".""","""___"" - это термин, используемый для описания всех людей, родившихся и живущих примерно в одно и то же время. Ответ: ""поколение"".",no error
ru,south,юг,"""The ""south"" is a cardinal direction opposite to north. Answer: ""south"".""","""Юг"" - это кардинальное направление, противоположное северу. Ответ: ""юг"".""","""___"" - это кардинальное направление, противоположное северу. Ответ: ""юг"".",no error
ru,virtue,добродетель,"A ""virtue"" is a quality considered morally good or desirable in a person. Answer: ""virtue"".","Добродетель - это качество, которое считается морально хорошим или желательным в человеке. Ответ: ""добродетель"".","""___"" - это качество, которое считается морально хорошим или желательным в человеке. Ответ: ""добродетель"".",no error
ru,tribe,племя,"A ""tribe"" is a social division in a traditional society consisting of families or communities linked by social, economic, religious, or blood ties. Answer: ""tribe"".","Племя - это социальное подразделение в традиционном обществе, состоящее из семей или общин, связанных социальными, экономическими, религиозными или кровными узами. Ответ: ""племя"".","""___"" - это социальное подразделение в традиционном обществе, состоящее из семей или общин, связанных социальными, экономическими, религиозными или кровными узами. Ответ: ""племя"".",no error
ru,city,город,"A ""city"" is a large human settlement where people live and work. Answer: ""city"".","Город - это крупное человеческое поселение, в котором люди живут и работают. Ответ: ""город"".","""___"" - это крупное человеческое поселение, в котором люди живут и работают. Ответ: ""город"".",no error
ru,language,язык,"A ""language"" is used to communicate thoughts and ideas. Answer: ""language"".","Язык"" используется для передачи мыслей и идей. Ответ: ""язык"".","""___"" используется для передачи мыслей и идей. Ответ: ""язык"".",no error
ru,speed,скорость,"""A ""speed"" is used to measure how fast something is moving. Answer: ""speed"".""","""Скорость"" используется для измерения того, как быстро что-то движется. Ответ: ""скорость"".""","""___"" используется для измерения того, как быстро что-то движется. Ответ: ""скорость"".",no error
ru,ground,земля,"""A ""ground"" is where we walk and build houses on. Answer: ""ground"".""","""Земля"" - это место, по которому мы ходим и строим дома. Ответ: ""земля"".""","""___"" - это место, по которому мы ходим и строим дома. Ответ: ""земля"".",no error
ru,attempt,попытка,"An ""attempt"" is made when trying to achieve something. Answer: ""attempt"".","Попытка"" предпринимается, когда пытаются чего-то добиться. Ответ: ""попытка"".","""___"" предпринимается, когда пытаются чего-то добиться. Ответ: ""попытка"".",no error
ru,defeat,поражение,"""A ""defeat"" is experienced when one loses a competition or battle. Answer: ""defeat"".""","""Поражение"" испытывают, когда проигрывают соревнование или битву. Ответ: ""поражение"".""","""___"" испытывают, когда проигрывают соревнование или битву. Ответ: ""поражение"".",no error
ru,tail,хвост,"A ""tail"" is a part of an animal's body that extends from the base of the spine. Answer: ""tail"".","Хвост - это часть тела животного, отходящая от основания позвоночника. Ответ: ""хвост"".","""___"" - это часть тела животного, отходящая от основания позвоночника. Ответ: ""хвост"".",no error
ru,mother,мать,"A ""mother"" is a woman who has given birth to a child. Answer: ""mother"".","Мать - это женщина, родившая ребенка. Ответ: ""мать"".","""___"" - это женщина, родившая ребенка. Ответ: ""мать"".",no error
ru,east,восток,"""The ""east"" is a cardinal direction opposite of west. Answer: ""east"".""","""Восток"" - кардинальное направление, противоположное западу. Ответ: ""Восток"".""","""___"" - кардинальное направление, противоположное западу. Ответ: ""Восток"".",no error
ru,return,возврат,"A ""return"" is used to give back a purchased item. Answer: ""return"".","Возврат"" используется для возврата купленного товара. Ответ: ""вернуть"".","""___"" используется для возврата купленного товара. Ответ: ""вернуть"".",no error
ru,speech,речь,"""A ""speech"" is a formal address or discourse delivered to an audience. Answer: ""speech"".""","""Речь"" - это официальное обращение или рассуждение, произнесенное перед аудиторией. Ответ: ""речь"".""","""___"" - это официальное обращение или рассуждение, произнесенное перед аудиторией. Ответ: ""речь"".",no error
ru,child,ребенок,"'A ""child"" is a young human being below the age of puberty. Answer: ""child"".'","""Ребенок"" - это юное человеческое существо, не достигшее возраста половой зрелости. Ответ: ""ребенок"".","""___"" - это юное человеческое существо, не достигшее возраста половой зрелости. Ответ: ""ребенок"".",no error
ru,tower,башня,"A ""tower"" is a tall structure that can be used for various purposes such as observation, communication, or storage. Answer: ""tower"".","Башня - это высокое сооружение, которое может использоваться для различных целей, например, для наблюдения, связи или хранения. Ответ: ""башня"".","""___"" - это высокое сооружение, которое может использоваться для различных целей, например, для наблюдения, связи или хранения. Ответ: ""башня"".",no error
ru,male,мужчина,"'A ""man"" is an example of a male. Answer: ""man"".'","'Мужчина' - пример мужского пола. Ответ: ""мужчина"".","'""___""' - пример мужского пола. Ответ: ""мужчина"".",no error
ru,person,человек,"'A ""person"" is a human being regarded as an individual. Answer: ""person"".'","""Человек"" - это человеческое существо, рассматриваемое как личность. Ответ: ""человек"".","""___"" - это человеческое существо, рассматриваемое как личность. Ответ: ""человек"".",no error
