prompt,out_token_id,out_token_str,latent_token_id,latent_token_str,in_token_id,in_token_str
"Русский: ""кукла"" - Русский: ""кукла""
Русский: ""гитара"" - Русский: ""гитара""
Русский: ""ноутбук"" - Русский: ""ноутбук""
Русский: ""коробка"" - Русский: ""коробка""
Русский: ""стебель"" - Русский: """,4267,стебель,20805,stem,4267,стебель
"Русский: ""вентилятор"" - Русский: ""вентилятор""
Русский: ""календарь"" - Русский: ""календарь""
Русский: ""гора"" - Русский: ""гора""
Русский: ""хвост"" - Русский: ""хвост""
Русский: ""стебель"" - Русский: """,4267,стебель,20805,stem,4267,стебель
"Русский: ""луна"" - Русский: ""луна""
Русский: ""книга"" - Русский: ""книга""
Русский: ""медведь"" - Русский: ""медведь""
Русский: ""телевизор"" - Русский: ""телевизор""
Русский: ""мяч"" - Русский: """,5010,мяч,8287,ball,5010,мяч
"Русский: ""фотоаппарат"" - Русский: ""фотоаппарат""
Русский: ""вентилятор"" - Русский: ""вентилятор""
Русский: ""парус"" - Русский: ""парус""
Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""паутина"" - Русский: """,1843,паутина,1856,web,1843,паутина
"Русский: ""жилет"" - Русский: ""жилет""
Русский: ""труба"" - Русский: ""труба""
Русский: ""батарея"" - Русский: ""батарея""
Русский: ""лампа"" - Русский: ""лампа""
Русский: ""палатка"" - Русский: """,1843,палатка,12033,tent,1843,палатка
"Русский: ""дерево"" - Русский: ""дерево""
Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""роза"" - Русский: ""роза""
Русский: ""картина"" - Русский: ""картина""
Русский: ""песок"" - Русский: """,2100,песок,11982,sand,2100,песок
"Русский: ""парус"" - Русский: ""парус""
Русский: ""карта"" - Русский: ""карта""
Русский: ""облако"" - Русский: ""облако""
Русский: ""календарь"" - Русский: ""календарь""
Русский: ""фотоаппарат"" - Русский: """,20079,фотоаппарат,10656,camera,20079,фотоаппарат
"Русский: ""вилка"" - Русский: ""вилка""
Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""медведь"" - Русский: ""медведь""
Русский: ""платье"" - Русский: ""платье""
Русский: ""трава"" - Русский: """,6711,трава,17455,grass,6711,трава
"Русский: ""кукла"" - Русский: ""кукла""
Русский: ""автомобиль"" - Русский: ""автомобиль""
Русский: ""стебель"" - Русский: ""стебель""
Русский: ""ноутбук"" - Русский: ""ноутбук""
Русский: ""телевизор"" - Русский: """,730,телевизор,11456,television,730,телевизор
"Русский: ""парус"" - Русский: ""парус""
Русский: ""колокол"" - Русский: ""колокол""
Русский: ""гитара"" - Русский: ""гитара""
Русский: ""коврик"" - Русский: ""коврик""
Русский: ""картина"" - Русский: """,15266,картина,20413,painting,15266,картина
"Русский: ""рог"" - Русский: ""рог""
Русский: ""чашка"" - Русский: ""чашка""
Русский: ""планета"" - Русский: ""планета""
Русский: ""голубь"" - Русский: ""голубь""
Русский: ""стебель"" - Русский: """,4267,стебель,20805,stem,4267,стебель
"Русский: ""замок"" - Русский: ""замок""
Русский: ""вентилятор"" - Русский: ""вентилятор""
Русский: ""тарелка"" - Русский: ""тарелка""
Русский: ""облако"" - Русский: ""облако""
Русский: ""книга"" - Русский: """,29951,книга,3143,book,29951,книга
"Русский: ""ноутбук"" - Русский: ""ноутбук""
Русский: ""палатка"" - Русский: ""палатка""
Русский: ""колокол"" - Русский: ""колокол""
Русский: ""ключ"" - Русский: ""ключ""
Русский: ""хвост"" - Русский: """,29988,хвост,12464,tail,29988,хвост
"Русский: ""кольцо"" - Русский: ""кольцо""
Русский: ""ванна"" - Русский: ""ванна""
Русский: ""рыба"" - Русский: ""рыба""
Русский: ""мята"" - Русский: ""мята""
Русский: ""крыло"" - Русский: """,10300,крыло,21612,wing,10300,крыло
"Русский: ""молоко"" - Русский: ""молоко""
Русский: ""маска"" - Русский: ""маска""
Русский: ""карта"" - Русский: ""карта""
Русский: ""телевизор"" - Русский: ""телевизор""
Русский: ""кошка"" - Русский: """,551,кошка,6635,cat,551,кошка
"Русский: ""апельсин"" - Русский: ""апельсин""
Русский: ""реактивный"" - Русский: ""реактивный""
Русский: ""собака"" - Русский: ""собака""
Русский: ""лодка"" - Русский: ""лодка""
Русский: ""голубь"" - Русский: """,588,голубь,10897,dove,588,голубь
"Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""облако"" - Русский: ""облако""
Русский: ""орех"" - Русский: ""орех""
Русский: ""телевизор"" - Русский: ""телевизор""
Русский: ""ведро"" - Русский: """,15938,ведро,20968,bucket,15938,ведро
"Русский: ""жилет"" - Русский: ""жилет""
Русский: ""звезда"" - Русский: ""звезда""
Русский: ""лодка"" - Русский: ""лодка""
Русский: ""чашка"" - Русский: ""чашка""
Русский: ""дерево"" - Русский: """,1216,дерево,5447,tree,1216,дерево
"Русский: ""соль"" - Русский: ""соль""
Русский: ""баскетбольный мяч"" - Русский: ""баскетбольный мяч""
Русский: ""стебель"" - Русский: ""стебель""
Русский: ""коробка"" - Русский: ""коробка""
Русский: ""телевизор"" - Русский: """,730,телевизор,11456,television,730,телевизор
"Русский: ""вилка"" - Русский: ""вилка""
Русский: ""дверь"" - Русский: ""дверь""
Русский: ""карта"" - Русский: ""карта""
Русский: ""лампа"" - Русский: ""лампа""
Русский: ""ключ"" - Русский: """,8776,ключ,1820,key,8776,ключ
"Русский: ""гора"" - Русский: ""гора""
Русский: ""книга"" - Русский: ""книга""
Русский: ""колокол"" - Русский: ""колокол""
Русский: ""мышь"" - Русский: ""мышь""
Русский: ""орех"" - Русский: """,29904,орех,18254,nut,29904,орех
"Русский: ""ключ"" - Русский: ""ключ""
Русский: ""яйцо"" - Русский: ""яйцо""
Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""маска"" - Русский: ""маска""
Русский: ""телефон"" - Русский: """,730,телефон,9008,phone,730,телефон
"Русский: ""мыло"" - Русский: ""мыло""
Русский: ""ключ"" - Русский: ""ключ""
Русский: ""парус"" - Русский: ""парус""
Русский: ""вилка"" - Русский: ""вилка""
Русский: ""река"" - Русский: """,587,река,8580,river,587,река
"Русский: ""тарелка"" - Русский: ""тарелка""
Русский: ""цветок"" - Русский: ""цветок""
Русский: ""плитка"" - Русский: ""плитка""
Русский: ""календарь"" - Русский: ""календарь""
Русский: ""стул"" - Русский: """,3936,стул,11774,chair,3936,стул
"Русский: ""молоко"" - Русский: ""молоко""
Русский: ""коробка"" - Русский: ""коробка""
Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""парус"" - Русский: ""парус""
Русский: ""лампа"" - Русский: """,684,лампа,28692,lamp,684,лампа
"Русский: ""река"" - Русский: ""река""
Русский: ""карта"" - Русский: ""карта""
Русский: ""платье"" - Русский: ""платье""
Русский: ""палатка"" - Русский: ""палатка""
Русский: ""ноутбук"" - Русский: """,570,ноутбук,19022,laptop,570,ноутбук
"Русский: ""голубь"" - Русский: ""голубь""
Русский: ""календарь"" - Русский: ""календарь""
Русский: ""книга"" - Русский: ""книга""
Русский: ""стебель"" - Русский: ""стебель""
Русский: ""рог"" - Русский: """,576,рог,25341,horn,576,рог
"Русский: ""книга"" - Русский: ""книга""
Русский: ""песок"" - Русский: ""песок""
Русский: ""медведь"" - Русский: ""медведь""
Русский: ""солнце"" - Русский: ""солнце""
Русский: ""голубь"" - Русский: """,588,голубь,10897,dove,588,голубь
"Русский: ""солнце"" - Русский: ""солнце""
Русский: ""инструмент"" - Русский: ""инструмент""
Русский: ""коробка"" - Русский: ""коробка""
Русский: ""дерево"" - Русский: ""дерево""
Русский: ""бейсбольный мяч"" - Русский: """,29975,бейсбольный мяч,21573,baseball,29975,бейсбольный мяч
"Русский: ""луна"" - Русский: ""луна""
Русский: ""календарь"" - Русский: ""календарь""
Русский: ""орех"" - Русский: ""орех""
Русский: ""бита"" - Русский: ""бита""
Русский: ""вилка"" - Русский: """,1221,вилка,27350,fork,1221,вилка
"Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""молоко"" - Русский: ""молоко""
Русский: ""планета"" - Русский: ""планета""
Русский: ""ноутбук"" - Русский: ""ноутбук""
Русский: ""журнал"" - Русский: """,29998,журнал,14853,magazine,29998,журнал
"Русский: ""луна"" - Русский: ""луна""
Русский: ""яйцо"" - Русский: ""яйцо""
Русский: ""инструмент"" - Русский: ""инструмент""
Русский: ""вентилятор"" - Русский: ""вентилятор""
Русский: ""лампа"" - Русский: """,684,лампа,28692,lamp,684,лампа
"Русский: ""ванна"" - Русский: ""ванна""
Русский: ""платье"" - Русский: ""платье""
Русский: ""фотоаппарат"" - Русский: ""фотоаппарат""
Русский: ""стул"" - Русский: ""стул""
Русский: ""роза"" - Русский: """,576,роза,11492,rose,576,роза
"Русский: ""ключ"" - Русский: ""ключ""
Русский: ""картина"" - Русский: ""картина""
Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""стул"" - Русский: ""стул""
Русский: ""газета"" - Русский: """,1779,газета,19656,newspaper,1779,газета
"Русский: ""баскетбольный мяч"" - Русский: ""баскетбольный мяч""
Русский: ""птица"" - Русский: ""птица""
Русский: ""роза"" - Русский: ""роза""
Русский: ""пирог"" - Русский: ""пирог""
Русский: ""вилка"" - Русский: """,1221,вилка,27350,fork,1221,вилка
"Русский: ""инструмент"" - Русский: ""инструмент""
Русский: ""мышь"" - Русский: ""мышь""
Русский: ""звезда"" - Русский: ""звезда""
Русский: ""паутина"" - Русский: ""паутина""
Русский: ""птица"" - Русский: """,29964,птица,11199,bird,29964,птица
"Русский: ""стул"" - Русский: ""стул""
Русский: ""гора"" - Русский: ""гора""
Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""облако"" - Русский: ""облако""
Русский: ""солнце"" - Русский: """,2223,солнце,6575,sun,2223,солнце
"Русский: ""стул"" - Русский: ""стул""
Русский: ""песок"" - Русский: ""песок""
Русский: ""луна"" - Русский: ""луна""
Русский: ""собака"" - Русский: ""собака""
Русский: ""тарелка"" - Русский: """,676,тарелка,15284,plate,676,тарелка
"Русский: ""собака"" - Русский: ""собака""
Русский: ""стул"" - Русский: ""стул""
Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""звезда"" - Русский: ""звезда""
Русский: ""батарея"" - Русский: """,3102,батарея,16988,battery,3102,батарея
"Русский: ""рыба"" - Русский: ""рыба""
Русский: ""вилка"" - Русский: ""вилка""
Русский: ""дерево"" - Русский: ""дерево""
Русский: ""труба"" - Русский: ""труба""
Русский: ""корабль"" - Русский: """,551,корабль,7751,ship,551,корабль
"Русский: ""скрипка"" - Русский: ""скрипка""
Русский: ""бейсбольный мяч"" - Русский: ""бейсбольный мяч""
Русский: ""зеркало"" - Русский: ""зеркало""
Русский: ""рог"" - Русский: ""рог""
Русский: ""кольцо"" - Русский: """,551,кольцо,9228,ring,551,кольцо
"Русский: ""инструмент"" - Русский: ""инструмент""
Русский: ""ключ"" - Русский: ""ключ""
Русский: ""часы"" - Русский: ""часы""
Русский: ""труба"" - Русский: ""труба""
Русский: ""орех"" - Русский: """,29904,орех,18254,nut,29904,орех
"Русский: ""карта"" - Русский: ""карта""
Русский: ""медведь"" - Русский: ""медведь""
Русский: ""корабль"" - Русский: ""корабль""
Русский: ""дверь"" - Русский: ""дверь""
Русский: ""вентилятор"" - Русский: """,12638,вентилятор,13524,fan,12638,вентилятор
"Русский: ""гольф"" - Русский: ""гольф""
Русский: ""песок"" - Русский: ""песок""
Русский: ""рыба"" - Русский: ""рыба""
Русский: ""гора"" - Русский: ""гора""
Русский: ""мяч"" - Русский: """,5010,мяч,8287,ball,5010,мяч
"Русский: ""соль"" - Русский: ""соль""
Русский: ""маска"" - Русский: ""маска""
Русский: ""мышь"" - Русский: ""мышь""
Русский: ""песок"" - Русский: ""песок""
Русский: ""солнце"" - Русский: """,2223,солнце,6575,sun,2223,солнце
