prompt,out_token_id,out_token_str,latent_token_id,latent_token_str,in_token_id,in_token_str
"Français: ""robe"" - Français: ""robe""
Français: ""arbre"" - Français: ""arbre""
Français: ""chien"" - Français: ""chien""
Français: ""masque"" - Français: ""masque""
Français: ""oiseau"" - Français: """,29877,oiseau,11199,bird,29877,oiseau
"Français: ""poisson"" - Français: ""poisson""
Français: ""casquette"" - Français: ""casquette""
Français: ""boîte"" - Français: ""boîte""
Français: ""tige"" - Français: ""tige""
Français: ""cor"" - Français: """,2616,cor,25341,horn,2616,cor
"Français: ""queue"" - Français: ""queue""
Français: ""porte"" - Français: ""porte""
Français: ""couronne"" - Français: ""couronne""
Français: ""chapeau"" - Français: ""chapeau""
Français: ""tige"" - Français: """,29873,tige,20805,stem,29873,tige
"Français: ""cloche"" - Français: ""cloche""
Français: ""chaise"" - Français: ""chaise""
Français: ""assiette"" - Français: ""assiette""
Français: ""souris"" - Français: ""souris""
Français: ""serrure"" - Français: """,643,serrure,7714,lock,643,serrure
"Français: ""menthe"" - Français: ""menthe""
Français: ""tuyau"" - Français: ""tuyau""
Français: ""poisson"" - Français: ""poisson""
Français: ""étoile"" - Français: ""étoile""
Français: ""planète"" - Français: """,9018,planète,15754,planet,9018,planète
"Français: ""étiquette"" - Français: ""étiquette""
Français: ""queue"" - Français: ""queue""
Français: ""cor"" - Français: ""cor""
Français: ""horloge"" - Français: ""horloge""
Français: ""œuf"" - Français: """,30106,œuf,19710,egg,30106,œuf
"Français: ""fleur"" - Français: ""fleur""
Français: ""carte"" - Français: ""carte""
Français: ""arbre"" - Français: ""arbre""
Français: ""chien"" - Français: ""chien""
Français: ""nuage"" - Français: """,3433,nuage,9570,cloud,3433,nuage
"Français: ""ours"" - Français: ""ours""
Français: ""sel"" - Français: ""sel""
Français: ""feuille"" - Français: ""feuille""
Français: ""carte"" - Français: ""carte""
Français: ""ventilateur"" - Français: """,794,ventilateur,13524,fan,794,ventilateur
"Français: ""boîte"" - Français: ""boîte""
Français: ""batterie"" - Français: ""batterie""
Français: ""pomme"" - Français: ""pomme""
Français: ""bague"" - Français: ""bague""
Français: ""œuf"" - Français: """,30106,œuf,19710,egg,30106,œuf
"Français: ""serrure"" - Français: ""serrure""
Français: ""carte"" - Français: ""carte""
Français: ""souris"" - Français: ""souris""
Français: ""toupie"" - Français: ""toupie""
Français: ""stylo"" - Français: """,22062,stylo,6584,pen,22062,stylo
"Français: ""savon"" - Français: ""savon""
Français: ""carte"" - Français: ""carte""
Français: ""chaise"" - Français: ""chaise""
Français: ""masque"" - Français: ""masque""
Français: ""feuille"" - Français: """,1725,feuille,20447,leaf,1725,feuille
"Français: ""montre"" - Français: ""montre""
Français: ""chien"" - Français: ""chien""
Français: ""journal"" - Français: ""journal""
Français: ""œuf"" - Français: ""œuf""
Français: ""queue"" - Français: """,9990,queue,12464,tail,9990,queue
"Français: ""appareil photo"" - Français: ""appareil photo""
Français: ""chien"" - Français: ""chien""
Français: ""bateau"" - Français: ""bateau""
Français: ""baignoire"" - Français: ""baignoire""
Français: ""poisson"" - Français: """,1129,poisson,9427,fish,1129,poisson
"Français: ""pomme"" - Français: ""pomme""
Français: ""chaise"" - Français: ""chaise""
Français: ""sel"" - Français: ""sel""
Français: ""miroir"" - Français: ""miroir""
Français: ""savon"" - Français: """,29879,savon,29559,soap,29879,savon
"Français: ""voile"" - Français: ""voile""
Français: ""livre"" - Français: ""livre""
Français: ""appareil photo"" - Français: ""appareil photo""
Français: ""ventilateur"" - Français: ""ventilateur""
Français: ""bague"" - Français: """,29890,bague,9228,ring,29890,bague
"Français: ""masque"" - Français: ""masque""
Français: ""tuyau"" - Français: ""tuyau""
Français: ""feuille"" - Français: ""feuille""
Français: ""étoile"" - Français: ""étoile""
Français: ""montagne"" - Français: """,14132,montagne,14378,mountain,14132,montagne
"Français: ""colombe"" - Français: ""colombe""
Français: ""poupée"" - Français: ""poupée""
Français: ""tapis"" - Français: ""tapis""
Français: ""poisson"" - Français: ""poisson""
Français: ""planète"" - Français: """,9018,planète,15754,planet,9018,planète
"Français: ""horloge"" - Français: ""horloge""
Français: ""savon"" - Français: ""savon""
Français: ""poupée"" - Français: ""poupée""
Français: ""boîte"" - Français: ""boîte""
Français: ""baignoire"" - Français: """,2291,baignoire,23131,tub,2291,baignoire
"Français: ""cor"" - Français: ""cor""
Français: ""soleil"" - Français: ""soleil""
Français: ""bateau"" - Français: ""bateau""
Français: ""marmite"" - Français: ""marmite""
Français: ""disque"" - Français: """,2218,disque,8086,disk,2218,disque
"Français: ""soleil"" - Français: ""soleil""
Français: ""cloche"" - Français: ""cloche""
Français: ""menthe"" - Français: ""menthe""
Français: ""chien"" - Français: ""chien""
Français: ""savon"" - Français: """,29879,savon,29559,soap,29879,savon
"Français: ""pomme"" - Français: ""pomme""
Français: ""cloche"" - Français: ""cloche""
Français: ""bague"" - Français: ""bague""
Français: ""carte"" - Français: ""carte""
Français: ""tuyau"" - Français: """,29873,tuyau,14282,pipe,29873,tuyau
"Français: ""chien"" - Français: ""chien""
Français: ""fourchette"" - Français: ""fourchette""
Français: ""aile"" - Français: ""aile""
Français: ""noix"" - Français: ""noix""
Français: ""outil"" - Français: """,449,outil,5780,tool,449,outil
"Français: ""montagne"" - Français: ""montagne""
Français: ""cor"" - Français: ""cor""
Français: ""feuille"" - Français: ""feuille""
Français: ""seau"" - Français: ""seau""
Français: ""journal"" - Français: """,29926,journal,19656,newspaper,29926,journal
"Français: ""œuf"" - Français: ""œuf""
Français: ""boîte"" - Français: ""boîte""
Français: ""batterie"" - Français: ""batterie""
Français: ""étoile"" - Français: ""étoile""
Français: ""noix"" - Français: """,1217,noix,18254,nut,1217,noix
"Français: ""chat"" - Français: ""chat""
Français: ""horloge"" - Français: ""horloge""
Français: ""tige"" - Français: ""tige""
Français: ""menthe"" - Français: ""menthe""
Français: ""planète"" - Français: """,9018,planète,15754,planet,9018,planète
"Français: ""chapeau"" - Français: ""chapeau""
Français: ""colombe"" - Français: ""colombe""
Français: ""lait"" - Français: ""lait""
Français: ""serrure"" - Français: ""serrure""
Français: ""gilet"" - Français: """,29887,gilet,16779,vest,29887,gilet
"Français: ""étoile"" - Français: ""étoile""
Français: ""pomme"" - Français: ""pomme""
Français: ""disque"" - Français: ""disque""
Français: ""bouton"" - Français: ""bouton""
Français: ""montre"" - Français: """,14132,montre,6505,watch,14132,montre
"Français: ""cloche"" - Français: ""cloche""
Français: ""carte"" - Français: ""carte""
Français: ""tapis"" - Français: ""tapis""
Français: ""gilet"" - Français: ""gilet""
Français: ""savon"" - Français: """,29879,savon,29559,soap,29879,savon
"Français: ""queue"" - Français: ""queue""
Français: ""chat"" - Français: ""chat""
Français: ""toile"" - Français: ""toile""
Français: ""couronne"" - Français: ""couronne""
Français: ""tige"" - Français: """,29873,tige,20805,stem,29873,tige
"Français: ""colombe"" - Français: ""colombe""
Français: ""serrure"" - Français: ""serrure""
Français: ""bouton"" - Français: ""bouton""
Français: ""assiette"" - Français: ""assiette""
Français: ""chien"" - Français: """,305,chien,11203,dog,305,chien
"Français: ""chapeau"" - Français: ""chapeau""
Français: ""masque"" - Français: ""masque""
Français: ""assiette"" - Français: ""assiette""
Français: ""lait"" - Français: ""lait""
Français: ""noix"" - Français: """,1217,noix,18254,nut,1217,noix
"Français: ""horloge"" - Français: ""horloge""
Français: ""stylo"" - Français: ""stylo""
Français: ""sable"" - Français: ""sable""
Français: ""outil"" - Français: ""outil""
Français: ""voile"" - Français: """,1365,voile,14892,sail,1365,voile
"Français: ""savon"" - Français: ""savon""
Français: ""feuille"" - Français: ""feuille""
Français: ""boîte"" - Français: ""boîte""
Français: ""gilet"" - Français: ""gilet""
Français: ""lune"" - Français: """,29880,lune,18786,moon,29880,lune
"Français: ""toile"" - Français: ""toile""
Français: ""cor"" - Français: ""cor""
Français: ""batterie"" - Français: ""batterie""
Français: ""pain"" - Français: ""pain""
Français: ""feuille"" - Français: """,1725,feuille,20447,leaf,1725,feuille
"Français: ""toile"" - Français: ""toile""
Français: ""montre"" - Français: ""montre""
Français: ""chat"" - Français: ""chat""
Français: ""tige"" - Français: ""tige""
Français: ""porte"" - Français: """,13732,porte,3050,door,13732,porte
"Français: ""fleur"" - Français: ""fleur""
Français: ""queue"" - Français: ""queue""
Français: ""montagne"" - Français: ""montagne""
Français: ""aile"" - Français: ""aile""
Français: ""boîte"" - Français: """,833,boîte,3800,box,833,boîte
"Français: ""chapeau"" - Français: ""chapeau""
Français: ""marmite"" - Français: ""marmite""
Français: ""robe"" - Français: ""robe""
Français: ""casquette"" - Français: ""casquette""
Français: ""chaise"" - Français: """,5815,chaise,11774,chair,5815,chaise
"Français: ""appareil photo"" - Français: ""appareil photo""
Français: ""oiseau"" - Français: ""oiseau""
Français: ""sel"" - Français: ""sel""
Français: ""chien"" - Français: ""chien""
Français: ""seau"" - Français: """,14654,seau,20968,bucket,14654,seau
"Français: ""bouton"" - Français: ""bouton""
Français: ""lune"" - Français: ""lune""
Français: ""journal"" - Français: ""journal""
Français: ""pain"" - Français: ""pain""
Français: ""cor"" - Français: """,2616,cor,25341,horn,2616,cor
"Français: ""chat"" - Français: ""chat""
Français: ""tarte"" - Français: ""tarte""
Français: ""savon"" - Français: ""savon""
Français: ""fleur"" - Français: ""fleur""
Français: ""clé"" - Français: """,695,clé,1820,key,695,clé
"Français: ""aile"" - Français: ""aile""
Français: ""appareil photo"" - Français: ""appareil photo""
Français: ""feuille"" - Français: ""feuille""
Français: ""toile"" - Français: ""toile""
Français: ""planète"" - Français: """,9018,planète,15754,planet,9018,planète
"Français: ""drapeau"" - Français: ""drapeau""
Français: ""souris"" - Français: ""souris""
Français: ""cor"" - Français: ""cor""
Français: ""serrure"" - Français: ""serrure""
Français: ""chien"" - Français: """,305,chien,11203,dog,305,chien
"Français: ""étoile"" - Français: ""étoile""
Français: ""soleil"" - Français: ""soleil""
Français: ""livre"" - Français: ""livre""
Français: ""montagne"" - Français: ""montagne""
Français: ""marmite"" - Français: """,29885,marmite,3104,pot,29885,marmite
"Français: ""nuage"" - Français: ""nuage""
Français: ""soleil"" - Français: ""soleil""
Français: ""horloge"" - Français: ""horloge""
Français: ""calendrier"" - Français: ""calendrier""
Français: ""queue"" - Français: """,9990,queue,12464,tail,9990,queue
"Français: ""poupée"" - Français: ""poupée""
Français: ""étoile"" - Français: ""étoile""
Français: ""queue"" - Français: ""queue""
Français: ""boîte"" - Français: ""boîte""
Français: ""oiseau"" - Français: """,29877,oiseau,11199,bird,29877,oiseau
"Français: ""sable"" - Français: ""sable""
Français: ""casquette"" - Français: ""casquette""
Français: ""noix"" - Français: ""noix""
Français: ""fourchette"" - Français: ""fourchette""
Français: ""feuille"" - Français: """,1725,feuille,20447,leaf,1725,feuille
"Français: ""cloche"" - Français: ""cloche""
Français: ""masque"" - Français: ""masque""
Français: ""soleil"" - Français: ""soleil""
Français: ""sable"" - Français: ""sable""
Français: ""boîte"" - Français: """,833,boîte,3800,box,833,boîte
"Français: ""oiseau"" - Français: ""oiseau""
Français: ""bague"" - Français: ""bague""
Français: ""ours"" - Français: ""ours""
Français: ""journal"" - Français: ""journal""
Français: ""toile"" - Français: """,517,toile,1856,web,517,toile
"Français: ""toile"" - Français: ""toile""
Français: ""lait"" - Français: ""lait""
Français: ""cor"" - Français: ""cor""
Français: ""marmite"" - Français: ""marmite""
Français: ""bocal"" - Français: """,29890,bocal,14631,jar,29890,bocal
"Français: ""tasse"" - Français: ""tasse""
Français: ""bouton"" - Français: ""bouton""
Français: ""voile"" - Français: ""voile""
Français: ""noix"" - Français: ""noix""
Français: ""drapeau"" - Français: """,19811,drapeau,7353,flag,19811,drapeau
"Français: ""tuyau"" - Français: ""tuyau""
Français: ""fleur"" - Français: ""fleur""
Français: ""planète"" - Français: ""planète""
Français: ""toile"" - Français: ""toile""
Français: ""seau"" - Français: """,14654,seau,20968,bucket,14654,seau
"Français: ""chat"" - Français: ""chat""
Français: ""montre"" - Français: ""montre""
Français: ""toile"" - Français: ""toile""
Français: ""bague"" - Français: ""bague""
Français: ""gilet"" - Français: """,29887,gilet,16779,vest,29887,gilet
"Français: ""stylo"" - Français: ""stylo""
Français: ""seau"" - Français: ""seau""
Français: ""soleil"" - Français: ""soleil""
Français: ""cloche"" - Français: ""cloche""
Français: ""chapeau"" - Français: """,305,chapeau,3056,hat,305,chapeau
"Français: ""queue"" - Français: ""queue""
Français: ""souris"" - Français: ""souris""
Français: ""montre"" - Français: ""montre""
Français: ""fleur"" - Français: ""fleur""
Français: ""robe"" - Français: """,307,robe,10714,dress,307,robe
"Français: ""tarte"" - Français: ""tarte""
Français: ""porte"" - Français: ""porte""
Français: ""tuyau"" - Français: ""tuyau""
Français: ""casquette"" - Français: ""casquette""
Français: ""oiseau"" - Français: """,29877,oiseau,11199,bird,29877,oiseau
"Français: ""clé"" - Français: ""clé""
Français: ""carte"" - Français: ""carte""
Français: ""oiseau"" - Français: ""oiseau""
Français: ""bouton"" - Français: ""bouton""
Français: ""pain"" - Français: """,29886,pain,18423,bread,29886,pain
"Français: ""toupie"" - Français: ""toupie""
Français: ""appareil photo"" - Français: ""appareil photo""
Français: ""bague"" - Français: ""bague""
Français: ""boîte"" - Français: ""boîte""
Français: ""montagne"" - Français: """,14132,montagne,14378,mountain,14132,montagne
