prompt,out_token_id,out_token_str,latent_token_id,latent_token_str,in_token_id,in_token_str
"Deutsch: ""Schwanz"" - Deutsch: ""Schwanz""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Schiff"" - Deutsch: """,4504,Schiff,7751,ship,4504,Schiff
"Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Wolke"" - Deutsch: ""Wolke""
Deutsch: ""Fluss"" - Deutsch: ""Fluss""
Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Zeitung"" - Deutsch: """,24625,Zeitung,19656,newspaper,24625,Zeitung
"Deutsch: ""Wolke"" - Deutsch: ""Wolke""
Deutsch: ""Segel"" - Deutsch: ""Segel""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Fluss"" - Deutsch: """,8754,Fluss,8580,river,8754,Fluss
"Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Nuss"" - Deutsch: """,29940,Nuss,18254,nut,29940,Nuss
"Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Schlüssel"" - Deutsch: ""Schlüssel""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Maus"" - Deutsch: ""Maus""
Deutsch: ""Schwanz"" - Deutsch: """,4504,Schwanz,12464,tail,4504,Schwanz
"Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Würfel"" - Deutsch: ""Würfel""
Deutsch: ""Nuss"" - Deutsch: """,29940,Nuss,18254,nut,29940,Nuss
"Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Fliese"" - Deutsch: """,29943,Fliese,25900,tile,29943,Fliese
"Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Knopf"" - Deutsch: ""Knopf""
Deutsch: ""Fisch"" - Deutsch: ""Fisch""
Deutsch: ""Blume"" - Deutsch: """,10358,Blume,28149,flower,10358,Blume
"Deutsch: ""Mütze"" - Deutsch: ""Mütze""
Deutsch: ""Milch"" - Deutsch: ""Milch""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Schwanz"" - Deutsch: ""Schwanz""
Deutsch: ""Auto"" - Deutsch: """,12300,Auto,1559,car,12300,Auto
"Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Dose"" - Deutsch: ""Dose""
Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Puppe"" - Deutsch: """,29925,Puppe,11232,doll,29925,Puppe
"Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Wolke"" - Deutsch: ""Wolke""
Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Spiegel"" - Deutsch: """,5592,Spiegel,19571,mirror,5592,Spiegel
"Deutsch: ""Kleid"" - Deutsch: ""Kleid""
Deutsch: ""Wanne"" - Deutsch: ""Wanne""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Dose"" - Deutsch: ""Dose""
Deutsch: ""Vogel"" - Deutsch: """,29963,Vogel,11199,bird,29963,Vogel
"Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Bär"" - Deutsch: ""Bär""
Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Seife"" - Deutsch: ""Seife""
Deutsch: ""Telefon"" - Deutsch: """,29911,Telefon,9008,phone,29911,Telefon
"Deutsch: ""Hut"" - Deutsch: ""Hut""
Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Topf"" - Deutsch: """,7031,Topf,3104,pot,7031,Topf
"Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Blatt"" - Deutsch: """,10358,Blatt,20447,leaf,10358,Blatt
"Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Salz"" - Deutsch: ""Salz""
Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Kiste"" - Deutsch: """,29968,Kiste,3800,box,29968,Kiste
"Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Bär"" - Deutsch: ""Bär""
Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Fluss"" - Deutsch: """,8754,Fluss,8580,river,8754,Fluss
"Deutsch: ""Apfel"" - Deutsch: ""Apfel""
Deutsch: ""Fisch"" - Deutsch: ""Fisch""
Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Rohr"" - Deutsch: """,9588,Rohr,14282,pipe,9588,Rohr
"Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Fluss"" - Deutsch: ""Fluss""
Deutsch: ""Apfel"" - Deutsch: ""Apfel""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Puppe"" - Deutsch: """,29925,Puppe,11232,doll,29925,Puppe
"Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Vogel"" - Deutsch: ""Vogel""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Fluss"" - Deutsch: ""Fluss""
Deutsch: ""Bär"" - Deutsch: """,29933,Bär,11460,bear,29933,Bär
"Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Wanne"" - Deutsch: ""Wanne""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Seife"" - Deutsch: """,2008,Seife,29559,soap,2008,Seife
"Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Salz"" - Deutsch: ""Salz""
Deutsch: ""Katze"" - Deutsch: """,29968,Katze,6635,cat,29968,Katze
"Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Flügel"" - Deutsch: """,8754,Flügel,21612,wing,8754,Flügel
"Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Dose"" - Deutsch: ""Dose""
Deutsch: ""Ei"" - Deutsch: ""Ei""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Teller"" - Deutsch: """,29911,Teller,15284,plate,29911,Teller
"Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Kleid"" - Deutsch: ""Kleid""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Buch"" - Deutsch: """,29933,Buch,3143,book,29933,Buch
"Deutsch: ""Schläger"" - Deutsch: ""Schläger""
Deutsch: ""Berg"" - Deutsch: ""Berg""
Deutsch: ""Baum"" - Deutsch: ""Baum""
Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Zeitschrift"" - Deutsch: """,24625,Zeitschrift,14853,magazine,24625,Zeitschrift
"Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Vogel"" - Deutsch: ""Vogel""
Deutsch: ""Stern"" - Deutsch: ""Stern""
Deutsch: ""Ei"" - Deutsch: """,29923,Ei,19710,egg,29923,Ei
"Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Kiste"" - Deutsch: ""Kiste""
Deutsch: ""Apfel"" - Deutsch: """,29909,Apfel,26163,apple,29909,Apfel
"Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Mütze"" - Deutsch: ""Mütze""
Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Berg"" - Deutsch: ""Berg""
Deutsch: ""Mond"" - Deutsch: """,29924,Mond,18786,moon,29924,Mond
"Deutsch: ""Boot"" - Deutsch: ""Boot""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Salz"" - Deutsch: """,20392,Salz,15795,salt,20392,Salz
"Deutsch: ""Apfel"" - Deutsch: ""Apfel""
Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Wolke"" - Deutsch: ""Wolke""
Deutsch: ""Brot"" - Deutsch: ""Brot""
Deutsch: ""Knopf"" - Deutsch: """,29968,Knopf,2826,button,29968,Knopf
"Deutsch: ""Vogel"" - Deutsch: ""Vogel""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Fluss"" - Deutsch: """,8754,Fluss,8580,river,8754,Fluss
"Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Fisch"" - Deutsch: ""Fisch""
Deutsch: ""Puppe"" - Deutsch: ""Puppe""
Deutsch: ""Auto"" - Deutsch: """,12300,Auto,1559,car,12300,Auto
"Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Karte"" - Deutsch: """,29968,Karte,2910,map,29968,Karte
"Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Ei"" - Deutsch: ""Ei""
Deutsch: ""Buch"" - Deutsch: """,29933,Buch,3143,book,29933,Buch
"Deutsch: ""Würfel"" - Deutsch: ""Würfel""
Deutsch: ""Salz"" - Deutsch: ""Salz""
Deutsch: ""Tür"" - Deutsch: ""Tür""
Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Schwanz"" - Deutsch: """,4504,Schwanz,12464,tail,4504,Schwanz
"Deutsch: ""Gras"" - Deutsch: ""Gras""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Hut"" - Deutsch: ""Hut""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Maus"" - Deutsch: """,29924,Maus,9495,mouse,29924,Maus
"Deutsch: ""Pfefferminz"" - Deutsch: ""Pfefferminz""
Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Bär"" - Deutsch: ""Bär""
Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Brot"" - Deutsch: """,29933,Brot,18423,bread,29933,Brot
"Deutsch: ""Rohr"" - Deutsch: ""Rohr""
Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Hund"" - Deutsch: ""Hund""
Deutsch: ""Gitarre"" - Deutsch: """,29954,Gitarre,11210,guitar,29954,Gitarre
"Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Wolke"" - Deutsch: """,29956,Wolke,9570,cloud,29956,Wolke
"Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Dose"" - Deutsch: ""Dose""
Deutsch: ""Milch"" - Deutsch: ""Milch""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Maus"" - Deutsch: """,29924,Maus,9495,mouse,29924,Maus
"Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Batterie"" - Deutsch: ""Batterie""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Maus"" - Deutsch: ""Maus""
Deutsch: ""Vogel"" - Deutsch: """,29963,Vogel,11199,bird,29963,Vogel
"Deutsch: ""Pfefferminz"" - Deutsch: ""Pfefferminz""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Schwanz"" - Deutsch: ""Schwanz""
Deutsch: ""Rohr"" - Deutsch: """,9588,Rohr,14282,pipe,9588,Rohr
"Deutsch: ""Krone"" - Deutsch: ""Krone""
Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Mütze"" - Deutsch: ""Mütze""
Deutsch: ""Bär"" - Deutsch: ""Bär""
Deutsch: ""Nuss"" - Deutsch: """,29940,Nuss,18254,nut,29940,Nuss
"Deutsch: ""Wanne"" - Deutsch: ""Wanne""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Baum"" - Deutsch: ""Baum""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Spiegel"" - Deutsch: """,5592,Spiegel,19571,mirror,5592,Spiegel
"Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Fluss"" - Deutsch: ""Fluss""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Berg"" - Deutsch: ""Berg""
Deutsch: ""Werkzeug"" - Deutsch: """,29956,Werkzeug,5780,tool,29956,Werkzeug
"Deutsch: ""Hut"" - Deutsch: ""Hut""
Deutsch: ""Schlüssel"" - Deutsch: ""Schlüssel""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Seife"" - Deutsch: ""Seife""
Deutsch: ""Flügel"" - Deutsch: """,8754,Flügel,21612,wing,8754,Flügel
"Deutsch: ""Netz"" - Deutsch: ""Netz""
Deutsch: ""Glocke"" - Deutsch: ""Glocke""
Deutsch: ""Schwanz"" - Deutsch: ""Schwanz""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Kiste"" - Deutsch: """,29968,Kiste,3800,box,29968,Kiste
"Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Kalender"" - Deutsch: ""Kalender""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Mütze"" - Deutsch: """,29924,Mütze,2117,cap,29924,Mütze
"Deutsch: ""Glocke"" - Deutsch: ""Glocke""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Mond"" - Deutsch: """,29924,Mond,18786,moon,29924,Mond
"Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Dose"" - Deutsch: """,29928,Dose,508,can,29928,Dose
"Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Pfefferminz"" - Deutsch: ""Pfefferminz""
Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Brot"" - Deutsch: """,29933,Brot,18423,bread,29933,Brot
"Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Blume"" - Deutsch: ""Blume""
Deutsch: ""Buch"" - Deutsch: ""Buch""
Deutsch: ""Werkzeug"" - Deutsch: """,29956,Werkzeug,5780,tool,29956,Werkzeug
"Deutsch: ""Auto"" - Deutsch: ""Auto""
Deutsch: ""Eimer"" - Deutsch: ""Eimer""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Batterie"" - Deutsch: """,29933,Batterie,16988,battery,29933,Batterie
"Deutsch: ""Kiste"" - Deutsch: ""Kiste""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Knopf"" - Deutsch: ""Knopf""
Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Dose"" - Deutsch: """,29928,Dose,508,can,29928,Dose
"Deutsch: ""Stern"" - Deutsch: ""Stern""
Deutsch: ""Kleid"" - Deutsch: ""Kleid""
Deutsch: ""Salz"" - Deutsch: ""Salz""
Deutsch: ""Wanne"" - Deutsch: ""Wanne""
Deutsch: ""Weste"" - Deutsch: """,29956,Weste,16779,vest,29956,Weste
"Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Stuhl"" - Deutsch: ""Stuhl""
Deutsch: ""Fliese"" - Deutsch: """,29943,Fliese,25900,tile,29943,Fliese
"Deutsch: ""Baum"" - Deutsch: ""Baum""
Deutsch: ""Apfel"" - Deutsch: ""Apfel""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Flügel"" - Deutsch: ""Flügel""
Deutsch: ""Kalender"" - Deutsch: """,29968,Kalender,17684,calendar,29968,Kalender
"Deutsch: ""Auto"" - Deutsch: ""Auto""
Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Kiste"" - Deutsch: ""Kiste""
Deutsch: ""Ei"" - Deutsch: ""Ei""
Deutsch: ""Nuss"" - Deutsch: """,29940,Nuss,18254,nut,29940,Nuss
"Deutsch: ""Topf"" - Deutsch: ""Topf""
Deutsch: ""Boot"" - Deutsch: ""Boot""
Deutsch: ""Sonne"" - Deutsch: ""Sonne""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Brot"" - Deutsch: """,29933,Brot,18423,bread,29933,Brot
"Deutsch: ""Uhr"" - Deutsch: ""Uhr""
Deutsch: ""Boot"" - Deutsch: ""Boot""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Hund"" - Deutsch: ""Hund""
Deutsch: ""Baum"" - Deutsch: """,29933,Baum,5447,tree,29933,Baum
"Deutsch: ""Werkzeug"" - Deutsch: ""Werkzeug""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Kiste"" - Deutsch: ""Kiste""
Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Vogel"" - Deutsch: """,29963,Vogel,11199,bird,29963,Vogel
"Deutsch: ""Milch"" - Deutsch: ""Milch""
Deutsch: ""Wolke"" - Deutsch: ""Wolke""
Deutsch: ""Tür"" - Deutsch: ""Tür""
Deutsch: ""Kamera"" - Deutsch: ""Kamera""
Deutsch: ""Kleid"" - Deutsch: """,29968,Kleid,10714,dress,29968,Kleid
"Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Blume"" - Deutsch: ""Blume""
Deutsch: ""Berg"" - Deutsch: ""Berg""
Deutsch: ""Flügel"" - Deutsch: """,8754,Flügel,21612,wing,8754,Flügel
"Deutsch: ""Nuss"" - Deutsch: ""Nuss""
Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Karte"" - Deutsch: ""Karte""
Deutsch: ""Hund"" - Deutsch: ""Hund""
Deutsch: ""Uhr"" - Deutsch: """,29965,Uhr,6505,watch,29965,Uhr
"Deutsch: ""Stuhl"" - Deutsch: ""Stuhl""
Deutsch: ""Flügel"" - Deutsch: ""Flügel""
Deutsch: ""Zelt"" - Deutsch: ""Zelt""
Deutsch: ""Puppe"" - Deutsch: ""Puppe""
Deutsch: ""Netz"" - Deutsch: """,29940,Netz,1856,web,29940,Netz
"Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Fiedel"" - Deutsch: ""Fiedel""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Schläger"" - Deutsch: """,4504,Schläger,17152,bat,4504,Schläger
"Deutsch: ""Gitarre"" - Deutsch: ""Gitarre""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Taube"" - Deutsch: ""Taube""
Deutsch: ""Mond"" - Deutsch: """,29924,Mond,18786,moon,29924,Mond
"Deutsch: ""Ventilator"" - Deutsch: ""Ventilator""
Deutsch: ""Teller"" - Deutsch: ""Teller""
Deutsch: ""Glocke"" - Deutsch: ""Glocke""
Deutsch: ""Zeitschrift"" - Deutsch: ""Zeitschrift""
Deutsch: ""Uhr"" - Deutsch: """,29965,Uhr,12006,clock,29965,Uhr
"Deutsch: ""Weste"" - Deutsch: ""Weste""
Deutsch: ""Nuss"" - Deutsch: ""Nuss""
Deutsch: ""Glocke"" - Deutsch: ""Glocke""
Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Kleid"" - Deutsch: """,29968,Kleid,10714,dress,29968,Kleid
"Deutsch: ""Kreisel"" - Deutsch: ""Kreisel""
Deutsch: ""Berg"" - Deutsch: ""Berg""
Deutsch: ""Fliese"" - Deutsch: ""Fliese""
Deutsch: ""Würfel"" - Deutsch: ""Würfel""
Deutsch: ""Eimer"" - Deutsch: """,29923,Eimer,20968,bucket,29923,Eimer
"Deutsch: ""Würfel"" - Deutsch: ""Würfel""
Deutsch: ""Katze"" - Deutsch: ""Katze""
Deutsch: ""Stift"" - Deutsch: ""Stift""
Deutsch: ""Boot"" - Deutsch: ""Boot""
Deutsch: ""Bär"" - Deutsch: """,29933,Bär,11460,bear,29933,Bär
"Deutsch: ""Knopf"" - Deutsch: ""Knopf""
Deutsch: ""Mond"" - Deutsch: ""Mond""
Deutsch: ""Zeitung"" - Deutsch: ""Zeitung""
Deutsch: ""Gemälde"" - Deutsch: ""Gemälde""
Deutsch: ""Zelt"" - Deutsch: """,29999,Zelt,12033,tent,29999,Zelt
"Deutsch: ""Stern"" - Deutsch: ""Stern""
Deutsch: ""Schiff"" - Deutsch: ""Schiff""
Deutsch: ""Stuhl"" - Deutsch: ""Stuhl""
Deutsch: ""Telefon"" - Deutsch: ""Telefon""
Deutsch: ""Fiedel"" - Deutsch: """,29943,Fiedel,18243,fiddle,29943,Fiedel
"Deutsch: ""Spiegel"" - Deutsch: ""Spiegel""
Deutsch: ""Auto"" - Deutsch: ""Auto""
Deutsch: ""Blatt"" - Deutsch: ""Blatt""
Deutsch: ""Schwanz"" - Deutsch: ""Schwanz""
Deutsch: ""Netz"" - Deutsch: """,29940,Netz,1856,web,29940,Netz
